dokumen_asal,input_whisper_segment,target_summary_manual
Paripurna_Ke_24_Persidangan_IV_2024_2025,"berbagai upaya tata kelola kita tingkatkan di dalam penggunaan anggaran pendidikan, termasuk terwujudnya dana abadi pendidikan yang sekarang telah mencapai lebih dari 150 triliun rupiah. kami juga terus berkomitmen meningkatkan upaya kualitas pendidikan, penelitian, research dasar dan kebudayaan serta berbagai cabang pendidikan yang begitu beragam. pemerintah menghargai perhatian fraksi pkb dan pks mengenai realisasi belanja pembayaran bunga utang 2024 yang mencapai 488,4 triliun rupiah. pemerintah memastikan profil utang akan terus dikelola secara pruden dan terukur. berbagai indikator mengenai kesehatan utang kami terus akan waspadai, risiko suku bunga utang, risiko nilai tukar dan risiko pembiayaan ulang atau refinancing, terus kami monitor dan tetap berada pada batas aman, baik dalam jangka pendek maupun jangka menengah. meskipun demikian, pekerjaan rumah untuk pendalaman pasar uang dan pasar obligasi di indonesia masih harus ditingkatkan. dan ini berarti kita harus bekerja dengan otoritas moneter, ojk, dan industri keuangan. mengenai pandangan pkb agar pemerintah membuat skema subsidi yang tepat dapat disampaikan bahwa kebijakan subsidi terus disempurnakan. dari pemerintahan ke pemerintahan. saat ini kami terus memperbaiki melalui badan pusat statistik dan bapenas dengan pengemangan data terpadu. kami juga memperbaiki selain akurasi data penerima program perlindungan sosial juga tata kelola bantuan sosial untuk bisa efektif menjawab kebutuhan masyarakat yang paling rentan. pemerintah berterima kasih kepada fraksi pks yang menyampaikan capean dana desa 2024. kami terus meningkatkan kinerja penyaluran dana desa langsung ke desa melalui akun yang bisa dipertanggungjawabkan sehinggal bisa tersalur sesuai tepat waktu dan kebutuhan. pemerintah menyampaikan apresiasi atas dukungan fraksi gerinda golkar nasdem, democrat dan pks terhadap kinerja apbn 2024. termasuk apresiasi bahwa capean deficit anggaran terkendali dan keseimangan primer yang lebih kecil dari target apbn. pemerintah sependapat dengan fraksipan, demokrat dan pks bahwa pengelolaan fiskal tidak boleh semata-mata hanya berfokus pada deficit karena apbn adalah instrument untuk menjaga ekonomi bersifat shock absorber dan counter cyclical. besar kecilnya deficit adalah sesuai kebutuhan untuk menjaga ekonomi bersama, terutama agar kesejahteraan masyarakat tidak dikorbankan. pandangan fraksi pkb nasdem terkait pembiayaan dalam negeri disampaikan bahwa pengelolaan surat berharga negara atau sbn terus kami kelola secara hati-hati. ini merupakan strategi pembiayaan apbn.","Pemerintah meningkatkan tata kelola anggaran pendidikan, mencapai dana abadi sebesar Rp150 triliun. Pemerintah juga menghargai perhatian Fraksi PKB dan PKS terkait realisasi belanja pembayaran bunga utang 2024 sebesar Rp488,4 triliun. Pemerintah berkomitmen meningkatkan kualitas pendidikan dan mengelola utang secara pruden."
Paripurna_Ke_24_Persidangan_IV_2024_2025,"kami ingin mengajak dpr untuk melihat instrument surat berharga negara tidak semata-mata sebagai beban dari apbn dan negara. namun mari kita lihat dari sisi diman atau pementanya. lembaga-lembaga baik itu pensiun asuransi perbankan bahkan masyarakat kecil telah memegang surat berharga negara kita. mereka membutuhkan instrument investasi yang aman. sehingga kami akan terus melakukan edukasi mengenai peranan sbn yang tidak melulu hanya dilihat sebagai utang pemerintah. namun merupakan alat investasi yang bernilai dan dipercaya oleh pemegangnya. baik masyarakat kecil ibu rumah tangga mahasiswa hingga lembaga-lembaga pensiun dan lembaga pemegang dana jangka panjang. kami menyampaikan apresiasi partai golkar yang menyampaikan pandangan mengenai saldo anggaran lebih atau sal yang digunakan dalam pembayakan apbn. penggunaan sal memiliki nilai sangat strategis dimana sal mampu menjadi bantalan pengaman fiskal pada saat market atau pasar tidak selalu bertingkah laku rasional dan predictable. sal juga terus digunakan secara terukur hati-hati untuk mempertimbangkan kebutuhan liquiditas negara. dengan demikian sal tidak boleh hanya dilihat sebagai kelebihan anggaran yang siasia. dia merupakan strategi tidak terpisahkan dalam menjaga stabilitas fiskal. ibu pimpinan, para pimpinan dewan, para anggota dewan yang kami hormati. menanggapi pandangan dari seluruh fraksi agar pemerintah menindak lanjuti temuan pemeriksaan dan rekomendasi bpk dan juga apresiasi terhadap opini wtp yang diperoleh. kami sampaikan bahwa pemerintah terus menindak lanjuti dan berkomitmen untuk menyelesaikan semua rekomendasi bpk. pemerintah menyusun dan menyampaikan rencana aksi seluruh rekomendasi bpk dengan secara rincit dan terukur. pemerintah juga melakukan monitorin dan atas seluruh penyelesaian tindak lanjut yang dilaksanakan oleh seluruh kementerian nembaga termasuk kementerian keuangan. kami juga melaporkan progres penyelesaian tersebut secara berkala kepada bpk. ini merupakan tradisi tata kelola yang sangat baik. kami menghormati, kami mendengar, kami melaksanakan dan kami menjaga sesuai tata kelola keuangan negara yang baik. pemerintah menyampaikan penghargaan dan terima kasih terhadap seluruh apresiasi fraksi-fraksi dewan perwakilan rakyat. atas keberhasilan kami terus menjaga opini wtp atas lkpp 2016 secara sembilan kali berturut-turut. semoga ini terus terjaga selanjutnya. ibu, ketua, para pimpinan dan anggota dewan yang kami hormati demikianlah tanggapan pemerintah atas pandangan fraksi-fraksi terhadap perancangan undang-undang tentang pertanggungjawaban dan pelaksanaan hpbn tahun 2024.",Pemerintah menyoroti pentingnya surat berharga negara sebagai instrumen investasi yang aman. Pemerintah juga mengapresiasi pandangan Partai Golkar tentang saldo anggaran lebih. Pemerintah berkomitmen menindaklanjuti rekomendasi BPK dan menjaga opini WTP atas LKPP 2016. Pemerintah terus menjaga keseimbangan fiskal dan keuangan negara.
Paripurna_Ke_24_Persidangan_IV_2024_2025,"tanggapan dan pandangan fraksi secara lebih rinci kami sampaikan secara tertulis sebagai bagian yang tidak terpisahkan dari pokok-pokok tanggapan yang kami bacakan hari ini. pemerintah menyambut gembira persetujuan fraksi dpr ri untuk membahas ruu tentang pertanggungjawaban dan pelaksanaan hpbn tahun anggaran 2024 pada tahap selanjutnya sesuai ketentuan dan jatwal yang telah ditetapkan. sebagai penutup kami sampaikan rasa syukur kepada allah swt yang terus membimbing kita semua dan insya allah terus melindungi kita semua di dalam menjalankan amanat konstitusi, menjaga kepercayaan rakyat memenui janji dan cita-cita republik. semoga indonesia akan terus mendekatkan kepada cita-cita menjadi negara yang baldatun, toyibatun, warubun, kofur. om santi-santi-santi om namo buddhaya. salam kebajikan. terima kasih. selanjutnya, rancangan undang-undang tersebut akan dibahas sesuai dengan peraturan dpr ri tentang tatat tertib dan mekanisme yang berlaku. perlu kami beritahukan bahwa berdasarkan keputusan rapat konsultasi pengganti rapat bamus, tanggal 26 mei 25, pembicaraan tiga-tiga pengambilan keputusan terhadap perancangan undang-undang, tentang pertanggung jawaban atas pelaksanaan hpbn tahun anggaran 2024 akan dilaksanakan dalam rapat pari purna dewan pada hari kami tanggal 21 agusus 2025. sebelum memasuki acara selanjutnya kepada menteri keuangan beserta jajaran kami persilakan untuk meninggalkan ruang sidang dan kepada paranggota dpr ri di minta agar tetap di tempat masing-masing untuk mengikuti acara selanjutnya dengan ini rapat kami skor. terima kasih. terima kasih. kami cabut. rapat pari purna dewan kita lanjutkan kembali. terima kasih.",Rapat Paripurna DPR RI menyetujui RUU tentang pertanggungjawaban pelaksanaan HPBN tahun anggaran 2024. Pemerintah menyambut gembira persetujuan fraksi untuk membahas RUU tersebut. Pembicaraan tentang perancangan undang-undang akan dilaksanakan pada 21 Agustus 2025.
Paripurna_Ke_25_Persidangan_IV_2024_2025,"hadirin kami persilakan untuk duduk kembali. siddang dewan yang kami hormati sesuai dengan hasil keputusan rapat konsultasi pengganti rapat badan mesawara dpr ri, antara pimpinan dpr dan pimpinan fraksi-fraksi tanggal 23 juli 2025, acara rapat pari purna hari ini adalah satu penyampaian lapuran hasil pembahasan pembicaraan pendaluan rapbn tahun anggaran 2026 dan rencana kerja pemerintah tahun 2026 oleh badan anggaran dpr ri. dua lapuran komisi 8 dpr ri terhadap hasil uji kelayakan fit and proper test, calon, anggota unsur pengarah penanggulangan bencana dari masyarakat profesional dilanjutkan dengan pengambilan keputusan. tiga, pembicaraan tingkat dua pengambilan keputusan atas 10 rancang undang-undang tentanglaughter kota, yaitu satu r nothing bagötin kuha kenedpn secara haring estan y unit tend getraronhai y-100 melayu nunyik monte mading tend ketajuk kawifat-kan honi di depropensi sulawisi tenggara distintos di loksi ke quoted visualize-sokspecisit iutahipi. ru tentang gopatin munah di provinsi sulawesi tenggara, ru tentang gopatin bolang mengondo di provinsi sulawesi utara, ru tentang gopatin kepuluhan sanghe di provinsi sulawesi utara, ru tentang gopatin minahasa di provinsi sulawaya utara, ru tentang kota munado di provinsi sulawesi utara. empat, laporan hasil pengawasan oleh tim pengawas dprri pada pelaksanan penyelenggaraan ibadah haji tahun 2025. lima, pendapat peraksi-peraksi terhadap rancangan pendang-pendang tentang perubahan atas pendang-pendang nomor 8 tahun 2019 tentang penyelenggaraan ibadah haji dan umro, usul initiatif komisi delapan dprri di lanjutkan dengan pengambilan keputusan menjadi ru-u usul dprri. nam, pidato ketua dprri pada penultupan masa persidangan keempat tahun sidang 2024-2025. berluk kami beritahukan bahwa pimpinan dewan telah menerima surat dari kementerian sekretariat negara nomor b11, garim ksn, garim d, garim tiga, garim an-01-00, garim 07-2025, tanggal 4 juli 2025, prihal penyampaian keputusan presiden nomor 64, garim p tahun 2025, tanggal 2 juli 2025, tentang prismian pengangkatan anggota dpr dan mpr sisa masa jabatan tahun 2024-2029. yaitu sodara pibowo prasetyo dari partai demokrasi indonesia perjuangan, dera pemilihan jawa tengah 6, asir pemilu tahun 2024, yang ditetapkan kpu menggantikan calon terpilih atas nama sodara ensinyor suja di karna meninggal dunia.",Rapat Paripurna DPR RI membahas RAPBN tahun anggaran 2026 dan rencana kerja pemerintah tahun 2026. Pembahasan 10 RUU tentang kota juga dilakukan. Laporan Hasil Pengawasan pelaksanaan penyelenggaraan Ibadah Haji tahun 2025 disampaikan.
Paripurna_Ke_25_Persidangan_IV_2024_2025,"le, karena itu sebelum agenda terakhir, yaitu pidato ketua dprri pada penultupan masa presidangan 4 tahun sidang 2024-2025, kita akan menyelenggarakan pelantikan anggota dprri terpilih sisa masa jabatan 2024-2029. sekarang kami akan menanyakan kepada sidang dewan yang terhormat. apakah acara rapat tersebut dapat disetujui? terima kasih. sidang dewan yang kami hormati, kami perlu beritahukan bahwa pimpinan dewan telah menerima surat dari kepala autorita ibu kota nusantara r.i. yaitu nomor b 152 garing kepala garing autorita ikn garing tuju romawi garing 2025, tanggal 21 juli 2025, hal permohonan konsultasi perubahan rencana induk ibu kota nusantara, dan surat pimpinan komis tiga dprri nomor b garing 79, garing pew, titik 01, titik 02, garing 7, garing 2025, tanggal 23 juli 2025, prihal makama konstitusi. surat tersebut telah dan akan ditindak lanjuti sesuai dengan ketentuan peranan dprri nomor 1 tahun 2020 tentang tata-tata tertip, dprri, dan mekanisme yang berlaku. sidang dewan yang kami hormati, hadirin yang kami muliakan. sebelum memasuki acar pertama rapat peripurnah hari ini, kami minta kepada menteri kuahan republik indonesia dan menti perencanaan pembangunan nasional kepala bapinas r.i. untuk dipersilakan memasuki ruang sidang dan kepada para orangguja dewan agar tetap di tempatnya masing-masing untuk menghitung acara selanjutnya. dengan ini, rapat kami skor. sidang dewan dengan ini skor rapat kami cabut, rapat peripurnah dewan kita lanjutkan. yang terhormat menteri kuahan republik indonesia, yang terhormat menteri perncana pembangunan nasional kepala bapinas r.i. sidang dewan yang kami hormati, hadirin yang kami muliakan. marilah kita memasuki acara pertama rapat peripurnah dewan hari ini, yaitu penyampaian laporan, hasil pembahasan pembicaraan pendeluan rapbn tahun anggaran 2026 dan percana kerja pemerintah tahun 2026 oleh badan anggaran dpr r.i. berdasarkan bak 7 tata cara penentapan anggaran pendapatan dan belanja, bagian kedua pembicaraan pendeluan pasal 167, peraturan dpr i no. 1 tahun 2020 tentang tata tertip disebutkan bahwa badan anggaran melakukan rapat kerja dengan pemerintah untuk penyelesaian akhir berdasarkan hasil pembahasan sebagainya dimaksud pada ayat 6 dan ayat 7. ayat 9, badan anggaran menyampaikan hasil rapat sebagainya dimaksud pada ayat 8 dalam rapat peripurnah dpr r.i. oleh karena itu kami persilakan kepada pimpinan badan anggaran dpr r.i.",Rapat Paripurna DPR RI akan menyelenggarakan pelantikan Anggota DPR RI terpilih sisa masa jabatan 2024-2029. Pimpinan DPR RI menerima surat dari kepala otorita Ibu Kota Nusantara dan surat pimpinan Komisi III. Rapat Paripurna akan melanjutkan dengan penyampaian laporan hasil pembahasan RAPBN tahun anggaran 2026.
Paripurna_Ke_25_Persidangan_IV_2024_2025,"yang terhormat, sodara doktor haji jajilu lufawet sqma untuk menyampaikan laporan hasil pembahasan pembicaraan pendeluan rapbn tahun anggaran 2026 dan pencana kerja pemerintah tahun 2026. kami persilakan. laporan badan anggaran dpr r.i. mengenai hasil pembahasan pembicaraan pendeluan, rencangan anggaran pendapatan dan belanja negara, rapbn tahun anggaran 2026 dan rencana kerja pemerintah rkp tahun 2026, kamis 24 juli 2025. assalamu alaikum warahmatullahi wabarakatuh. salam umsuh sias tu namo budaya, salam kebajikan, dan salam sejahedra untuk kita semua. yang terhormat ketua, pimpinan dan anggota dewan, yang terhormat saudari menteri keuangan beserta jajaran, yang terhormat saudara menteri pbn dan kepala bapenas beserta jajaran, serta hadirin yang berbahagia. pujuh shukur karyat allah yang telah melimpahkan rahmat dan hidayahnya sehingga kita dapat menghadiri rapat pari purna hari ini dalam rangka penyampaian hasil pembahasan pembicaraan pendahuluan rapbn tahun anggaran 2026 dan rencana kerja pemerintah rkp tahun anggaran 2026 di badan anggaran. pimpinan dan para anggota dewan yang terhormat, sebelum kami menyampaikan hasil pembahasan di badan anggaran, perlu kami sampaikan bahwa dalam laporan yang kami baca ini hanya pokok-pokok hasil pembahasan pembicaraan pendahuluan rapbn tahun anggaran 2026 dan rkp tahun 2026. hasil pembahasan secara lengkap terdapat dalam laporan panja-panja dan kesimpulan hasil pembahasan badan anggaran dengan pemerintah dan bang indonesia menjadi bagian tidak terpisahkan dari laporan ini. memenui amanat pasal 178 ayat 2 undang-undang nomor 17 tahun 2014 tentang mpr, dpr, dpd dan dprd md3. sebagai mana terakhir diubah dengan undang-undang nomor 13 tahun 2019, maka dalam rapat paripurna tanggal 20 may 2025, menteri keuangan menyampaikan kerangka ekonomi makro dan pokok-pokok kebijakan fiskal kemppkfrapbn tahun anggaran 2026. selain itu berdasarkan pasal 176 undang-undang md3, pemerintah juga menyusun rkp untuk membahas dan disepakati bersama dengan dprri. dalam rapat paripurna tanggal 27 may 2025, fraksi-fraksi dprri telah menyampaikan pandangan atas kemppkfrapbn tahun 2026 dilanjutkan dengan tanggapan pemerintah pada tanggal 1 juli 2025. berdasarkan undang-undang md3 dan tatip dpr, badan anggaran bertugas untuk melakukan pembahasan pembicaraan pendahuluan rapbn dan harus sudah selesai paling lambat pada bulan juli. berdasarkan surat presiden republik indonesia mengenai penunjukan wakil pemerintah untuk menyampaikan kemppkfrapbn tahun 2026, pembahasan lebih lanjut diserahkan kepada badan anggaran.",Rapat Paripurna DPR RI mendengarkan laporan Badan Anggaran tentang hasil pembahasan RAPBN tahun anggaran 2026 dan RKP tahun 2026. Pembahasan dilakukan berdasarkan Undang-undang MD3 dan Tatib DPR. Badan Anggaran menyampaikan hasil pembahasan secara lengkap dalam laporan panja-panja dan kesimpulan hasil pembahasan.
Paripurna_Ke_25_Persidangan_IV_2024_2025,"menindaklanjuti uu, tatip dan surat tersebut badan anggaran, terhamlakukan pembahasan dengan menteri keuangan, menteri perencanaan pembangunan nasional kepalabapenas dan gubernur bank indonesia pada tanggal 1 sampai 22 juli 2025. dalam pembahasan tersebut telah disepakati untuk membentuk 4 panitia kerja. panja, yaitu 1, panja asumsi dasar, kebijakan fiskal pendapatan devisit pembiajaan rapbn tahun 2026, 2, panja rkp dan peroritas anggaran rapbn tahun 2026, 3, panja kebijakan belanja pemerintah pusat rapbn tahun 2026, dan 4, panja kebijakan transfer kedahara rapbn tahun anggaran 2026. dan dilanjutkan dengan dipentuknya tim perumus masing-masing panja. panja dan tim perumus telah melakukan rapat pada tanggal 8 sampai 16 juli 2025. dalam pembahasan ini komisi 11 dan komisi 12 memberikan rekomendasi kisaran asumsi dasar tahun 2026 dan komisi-komisi juga melakukan pembahasan rkakl tahun 2026 dan rkp tahun 2006 dengan mitra kerjanya pada tanggal 7 sampai 11 juli 2025 untuk kemudian disampaikan kepada badan anggaran. pada rapat kerja tanggal 22 juli 2025, seluruh laporan panja tersebut telah disampaikan dan disepakati sebagai hasil pembahasan badan anggaran dengan pemerintah dan bank indonesia dalam rangka pembahasan pembicaraan pendahuluhan rapbn tahun anggaran 2026 dan rkp tahun 2026 yang akan menjadi bahan dasar bagi pemerintah dalam menyusun rancangan undang-undang apbn tahun 2026 beserta nota keuangannya. siddang dewan yang kami muliakan, berikut kami sampaikan pokok-pokok pembicaraan pendahuluhan rapbn tahun anggaran 2026 dan rkp tahun 2026. tema rkp pada tahun 2026 adalah kedaulatan pangan dan energi serta ekonomi yang produktif dan eksklusif dengan target sasaran dan indikator pembangunan tahun 2026 sebagai berikut. sasaran pembangunan target 2026 pertumbuhan ekonomi dalam persen 5,20 sampai 5,80 persen. jni perkapita 5,520. penurunan intensitas emisi 3,7,14. index kualitas lingkungan hidup 76,67. tingkat kemiskinan 6,5 sampai 7,5 persen. tingkat pengangguran terbuka 4,44 sampai 4,96 persen. rasio gni dalam indeks 0,377 sampai 0,380. kemiskinan ekstrim 0,0 sampai 0,5. index nodal manusia 0,57. indikator pembangunan dan target 2026. index kesjahteraan petani 0,7731. proporsi penciptaan lapahan kerja formal 3,97,95 persen. sasaran pembangunan dan arah kebijakan rkp tahun 2026 dijabarkan dalam prioritas nasional, yaitu prioritas nasional 1, memperkokoh ideologi pancasila, demokrasi, dan haasasi manusia dengan arah kebijakan. satu, penguatan ideologi pancasila, wawasan kebangsaan dan ketahanan nasional.","Rapat Paripurna DPR RI membahas RAPBN tahun 2026 dan RKP tahun 2026. Pembahasan dilakukan dengan Menteri Keuangan dan Menteri Perencanaan Pembangunan Nasional pada tanggal 1-22 Juli 2025. Dibentuk 4 panitia kerja untuk membahas asumsi dasar, RKP, kebijakan belanja, dan transfer kedahara. Target pembangunan tahun 2026 mencakup pertumbuhan ekonomi 5,20-5,80% dan penurunan kemiskinan 6,5-7,5%."
Paripurna_Ke_25_Persidangan_IV_2024_2025,"dua, penguatan komunikasi publik dan media. tiga, penguatan lembaga, demokrasi. empat, penguatan kesetaraan masyarakat sipil. dan lima, pengarus setamaan pemajuan dan penegakan ham. prioritas nasional 2, memantapkan sistem pertahanan dan keamanan negara dan mendorong kemandirian bangsa melalui suatu sembada pangan, energi, air, ekonomi syariah, ekonomi digital, ekonomi hijau, dan ekonomi viru. dengan arah kebijakan antara lain, satu pembangunan dan pengembangan industri pertahanan. dua, peningkatan keamanan siber, sandi dan sinyal. tiga, penguatan diplomasi astacita dan diplomasi ekonomi. empat, reformasi pengulangan sampah terintegrasi dari hulu ke hilir. dan lima, peningkatan pekerjaan hijau garis miring green jobs. prioritas nasional 3, melanjutkan pengembangan infrastruktur dan meningkatkan lapangan kerja yang berkualitas, mendorong kewira usahaan, mengembangkan industri kreatif, serta mengembangkan agro maritim industri di centra produksi melalui peran aktif kooperasi. dengan arah kebijakan antara lain, satu, pengembangan konektivitas dan layanan transportasi multimoda. dua, peningkatan konektivitas digital dan transisi energi listrik. tiga, peningkatan produktivitas umkm dan kooperasi. empat, pembangunan para wisata berkualitas dan berkelanjutan. dan lima, penguatan ekosistem ekonomi kreatif berbasis kekayaan intraktual. prioritas empat, memperkuat pembangunan sumber daya manusia, sdm, science, teknologi, pendidikan, kesehatan, prestasi olahraga, kesaraan gender dan penguatan peran perempuan, pemuda dan penyandang disabilitas. dengan arah kebijakan antara lain, satu, peningkatan kualitas pengajaran dan pembelajaran. dua, peningkatan kesehatan dan gizi masyarakat secara holistik. berdasarkan sikles kehidupan, mulai dari ibu hamil, bayi, anak-anak, remaja, dewasa, hingga lanjut usia. tiga, penguatan pelayaran kesehatan dan tata kelola untuk memastikan akses yang merata dan berkualitas bagi seluruh masyarakat. empat, penguatan pendidikan dan pelatihan vokasi dan produktivitas tenaga kerja untuk meningkatkan produktivitas sdm tenaga kerja. lima, pengembangan management talenta nasional, mtn, untuk menjibatakan talenta-talenta unggulan di bidang riset dan inovasi kebudayaan serta olahraga. prioritas lima, melanjutkan hilirisasi dan mengembangkan industri berbasis sumber daya alam untuk meningkatkan nilai tambah di dalam negeri dengan arah kebijakan antara lain satu. pengembangan hilirisasi industri berbasis sdm unggulan, industri pada karya terampil, pada teknologi inovasi, serta berorientasi ekspor. dua, pengembangan aglomerasi industri di kawasan industri, kawasan ekonomi khusus. prioritas sebagai pusat pertumbuhan baru. tiga, optimalisasi backbone integrasi ekonomi dan penguatan sistem logistik nasional. empat, peningkatan investasi untuk integrasi ekonomi domistik dan global.","DPR RI menetapkan Prioritas Nasional, yaitu: Memperkokoh Ideologi Pancasila, Demokrasi, dan Memantapkan Sistem Pertahanan dan Keamanan. Prioritas lainnya adalah melanjutkan pengembangan infrastruktur dan meningkatkan lapangan kerja yang berkualitas. Selain itu, prioritas juga diberikan pada memperkuat pembangunan sumber daya manusia dan melanjutkan hilirisasi industri berbasis sumber daya alam."
Paripurna_Ke_25_Persidangan_IV_2024_2025,"dan lima, optimalisasi investasi strategis dan antara. prioritas enam, membangun dari desa, dari bawah untuk pertumbuhan ekonomi, pemberatan ekonomi, dan pemberantasan kemiskinan. dengan arah kebijakan antara lain, satu, pelindungan sosial adaptif dan inklusif. dua, peningkatan akses lapangan kerja dan penumbuhan usaha berkelanjutan dan inovatif. tiga, percepatan penyediaan perumahan dan pengmukeman. empat, peningkatan kemandirian perdesaan yang berkelanjutan. dan lima, pembangunan perkotaan berkelanjutan dan pembangunan ikaan. prioritas tujuh, memperkuat reformasi politik, hukum dan birokrasi, serta memperkuat pencegahan dan pemberantasan korupsi, narkoba, judi dan pejilundupan. dengan arah kebijakan antara lain, satu, penguatan kelembagaan, pelayanan dan penegakan hukum. dua, pencegahan dan pemberantasan korupsi, tindak, dan serta tindak bidana pencucian uang, tppu. tiga, transformasi tatak law, pelayanan publik dan pembangunan. empat, pelindungan wni di luar negeri termasuk pekerjaan migran indonesia di luar negeri yang integratif. lima, pencegahan, pemberantasan penyelagunaan dan peredaran gelap narkoba, p4gn. prioritas delapan, memperkuat penyelarasan kehidupan yang harmonis dengan lingkungan alam dan budaya, serta peningkatan toleransi antar umat beragama untuk mencapai masyarakat yang adil dan makmur. dengan arah kebijakan, yaitu, penguatan kerukunan umat beragama dan layanan keagamaan transformatif untuk mewujudkan kehidupan beragama yang maselahat. dua, pelestarian dan pemajuan kebudayaan serta penguatan karakter bangsa. tiga, pembangunan berketahanan iklim dan empat, pengelolaan risiko bencana yang efisian dan tepat guna. pemerintah dan atau mempertajam upaya dan kebijakan-kebijakan antara lain sebagai berikut. satu, memberikan dukungan kepada presiden untuk melaksanakan visi misinya dalam mencapai target pertumbuhan sesuai dengan asumsi pertumbuhan tahun 2006 sebesar 5,20 sampai 5,80 perpen. dua, memberikan dukungan kepada presiden untuk menjalankan visi misinya. sesuai dengan peraturan perundangan, rkp perlu memuat arah kebijakan yang merefleksikan visi misi presiden termasuk program prioritas presiden seperti makan bergizi gratis, mbg, penyeranggaraan sekolah unggul dan pemeriksaan kesehatan gratis. tiga, menyusun rkp tahun 2006 dan berisikan substansi yang meningkatkan, yang mengaitkan program prioritas, kegiatan prioritas, sasaran, indikator, dan kementerian lembaga plaksana pada pembahasan nota keuangan apbn tahun 2006. empat, adanya, skema pembiayaan wpcs yang anil untuk memujudkan peningkatan dan pemerataan kesehatan yang inklusif.","Rapat Paripurna DPR RI mendukung penguatan kebijakan dan program pembangunan. Prioritas kebijakan antara lain optimalisasi investasi strategis, membangun dari desa, dan memperkuat reformasi politik. Pemerintah menargetkan pertumbuhan ekonomi sebesar 5,20-5,80% pada tahun 2026."
Paripurna_Ke_25_Persidangan_IV_2024_2025,"lima, hak memperoleh pendidikan dasar perlu dipastikan sesuai dengan amanat undang-undang 1945 dan mempertimbangkan undang-undang normal 20 tahun 2023 tentang sistem pendidikan nasional diluarkan bersama putusan mahkamah kostitusi. pimpinan anggota depi dan hadirin yang berbahagia. berikut kami sampaikan kisaran asumsi dasar ekonomi makro dalam rapbn tahun 2006, yaitu indikator ekonomi makro, kemppkf kesepakatan, nomor satu, pertumbuhan ekonomi 5,2-5,8 persen kesepakatan sama 5,2-5,8 persen. laju inflasi 1,5-3,5 persen kemppkf kesepakatan sama 1,5-3,5. nila itu karupiah 16,500-16,900 kempkf kesepakatan 16,500-16,900. transaksi suku bunga sbn 10 tahun 6,6-7,2 kempkf 6,6-7,2. harga minyak mentah indonesia, us berbarel 60-80 kempkf 60-80 sama dalam kesepakatan. lifting minyak bumi dalam ribu barel per hari, 600-600,050 ribu barel per hari dalam kempkf dan kesepakatan sama 6,050-6,20 ribu per barel per hari. lifting gas bumi, 9,5-3,5-1, titik 0,1-7 dalam kempkf, 9,5-3,5-1,017 ribu barel setara minyak per hari. pemerintah akan menempuh berbagai langkah serta upaya kebijakan dan program untuk mendorong pertumbuhan ekonomi baik dari sisi pengeluaran maupun sisi produksi, termasuk dukungan melalui program pembangunan daerah antara lain. satu, menyiadihakan alokasi program dan anggaran untuk mendorong pertumbuhan ekonomi dan pembangunan di daerah antara lain dengan penguatan akses, perbaikan sarana dan perasarana pendidikan dan pemerataan pembangunan infrastruktur dasar. dua, memperkuat kebijakan transfer ke daerah, tkd, berbasis kinerja untuk meningkatkan belanja produktif. tiga, mengoptimalkan sinergi pendanaan untuk mempeluas alternatif skema pembiayaan. empat, belanja daerah agar lebih produktif. lima, optimalisasi kebijakan pajak daerah dan restribusi daerah dalam korung pdrd untuk penguatan daya saying. sidang dewan yang mulia, berikut kami akan sampaikan kebijakan di bidang pendapatan negara, yaitu kebijakan umum bidang perpajakan dan pnbp. kebijakan umum perpajakan tahun 2006, diharapkan dapat memitigasi dampak risiko dan tantangan yang ada. seperti satu, perluasan basis perpajakan melalui intensifikasi dan eksstensifikasi untuk mendukung fiskal yang kuat, meningkatan ekonomi dan pelindungan masyarakat. dua, peningkatan kepatuhan melalui pengawasan berbasis teknologi informasi, memperkuat sinergi dan join program, serta penegakan hukum untuk mendukung perbaikan sistem adulis rasi dan organisasi perpajakan. tiga, penguatan keberlanjutan reformasi perpajakan dan harmonisasi kebijakan perpajakan internasional untuk mendorong peningkatan penerimaan dan rasio perpajakan serta empat.","Rapat Paripurna DPR RI membahas asumsi dasar ekonomi makro dalam RAPBN tahun 2006. Pertumbuhan ekonomi diproyeksikan sebesar 5,2-5,8 persen. Pemerintah akan mendorong pertumbuhan ekonomi melalui kebijakan dan program, termasuk penguatan akses pendidikan dan infrastruktur."
