dokumen_asal;input_whisper_segment;target_summary_manual
Paripurna_Ke_19_Persidangan_V_2023_2024;kami sampaikan kepada ketua bpk ri yang telah menyampaikan itsar hasil pemeriksaan semester 2 tahun 2023 serta penyerahan laporan hasil pemeriksaan semester 2 tahun 2023 dan penyampaian laporan hasil pemeriksaan atas laporan keuangan pemerintah pusat tahun 2023 oleh bpk ri. selanjutnya laporan hasil pemeriksaan bpk tersebut akan tindak lanjut sesuai mekanisme yang berlaku dewan mengucapkan terima kasih atas kerjasama yang selama ini telah berjalan dengan baik sebelum memasuki acara ketiga rapat partai pra hari ini kepada ketua dan anggota bpk ri, bersama jajaran kami persilakan untuk meninggalkan ruang sidang dan kepada menteri keuangan ri bersama jajaran dan jajaran kementerian perencanaan pembangunan nasional bappenas ri kami persilakan untuk memasuki ruang sidang kepada para anggota dewan agar tetap di tempatnya masing-masing untuk menjunjung acara selanjutnya dengan ini rapat kami scores. terima kasih terima kasih terima kasih terima kasih terima kasih terima kasih terima kasih terima kasih terima kasih bismillahirrahmanirrahiim assalamualaikum warahmatullaahi wabarakatuh salam salam sejahtera bagi kita semua om swastyastu nama budaya salam kebajikan yang kami hormati ibu ketua para wakil ketua dan para anggota dewan perwakilan rakyat republik indonesia syukur alhamdulillah senantiasa kita panjatkan kehadiran allah swt karena atas rahmatnya dan karenanya kita dapat menghadiri rapat paripurna dpr republik indonesia pada hari ini untuk melanjutkan pembahasan bahwa kita akan membuat pembahasan yang akan diberikan pada hari ini untuk melanjutkan pembahasan kerangka ekonomi makro dan pokok-pokok kebijakan fiskal atau disingkat kem ppkf tahun 2025 kami atas nama pemerintah menyampaikan apresiasi yang tinggi kepada semua fraksi dewan perwakilan rakyat republik indonesia atas masukan pandangan serta persetujuan untuk melanjutkan pembahasan kem ppkf tahun 2025 di dalam pembicaraan pendahuluan penyusunan rapbn 2025 masukan serta pandangan atas kem ppkf 2025 ini menjadi catatan penting dan perhatian bagi pemerintah sekaligus memberikan keyakinan bahwa kita semua memiliki semangat dan komitmen yang sama untuk tetap menjaga prinsip-prinsip tata kelola yang baik ke hati-hatian di dalam menyusun apbn tahun 2025 kita semua paham betul bahwa apbn yang sehat kredibel dan sustainable akan menjadi instrumen yang sangat menentukan di dalam menjaga kinerja perekonomian indonesia serta di dalam tujuan meningkatkan kesejahteraan keadilan yang merata bagi seluruh rakyat indonesia;Rapat Paripurna DPR RI menerima laporan hasil pemeriksaan BPK RI semester 2 tahun 2023. Laporan tersebut akan ditindak lanjuti sesuai mekanisme yang berlaku. Pemerintah menyampaikan apresiasi atas kerjasama dengan BPK RI.
Paripurna_Ke_19_Persidangan_V_2023_2024;kami menyadari di tengah tantangan dan risiko ke tidak kepastian global yang masih sangat tinggi kem ppkf di desain dengan tetap kematian prinsip kehati-hatian atau prudent namun tetap fleksibel dan akuntabel untuk mengantisipasi dinamika eksternal yang terus dan mungkin terjadi mengingat apbn 2025 adalah apbn transisi untuk dilaksanakan oleh pemerintah yang akan datang maka kem ppkf 2025 juga dirancang agar tetap dapat menjaga kesinambungan fiskal dan pembangunan nasional terutama di dalam mewujudkan visi indonesia emas 2045 oleh karena itu apbn 2025 akan menjadi fondasi yang kuat untuk menopang agenda pembangunan menuju tujuan tersebut masih banyak pekerjaan rumah dan agenda pembangunan yang perlu untuk ditangani dan diselesaikan yaitu citacita untuk mewujudkan indonesia yang adil dan makfumur. ini adalah sebuah citacita yang membutuhkan kolaborasi yang kuat dari seluruh komponen bangsa pimpinan dan para anggota dewan yang terhormat perkenankanlah kami menanggapi pertanyaan dan pandangan dari fraksi pdip perjuangan fraksi partai golkar fraksi partai gerindra fraksi partai nasdem fraksi pkb fraksi partai demokrat fraksi pks fraksi pan dan fraksi p3 terkait asumsi ekonomi makro tahun 2025 pertumbuhan ekonomi 2025 terus akan dipengaruhi oleh baik faktor global maupun domestik dari sisi permintaan perhidat yang menentukan pertumbuhan ekonomi pemerintah terus berupaya menjaga dan meningkatkan daya beli serta kesejahteraan masyarakat melalui berbagai kebijakan baik di bidang fiskal maupun di bidang sektoral konsumsi rumah tangga dalam 10 tahun terakhir berkontribusi bagi pertumbuhan ekonomi nasional sebesar sekitar 55 persen. ini adalah rata-rata untuk tahun 2025 konsumsi rumah tangga diperkirakan tumbuh pada kisaran 5 hingga 5,2 persen. hal ini didukung oleh terus dijaganya daya masyarakat melalui pengendalian inflasi dari sisi investasi yang merupakan kontributor terbesar ke-2, yaitu 32 persen dari total pertumbuhan indonesia terus ditingkatkan kontribusinya sebagai motor penggerak pertumbuhan ekonomi memahami pergerakan suku bunga global hire for longer ketegangan geopolitik yang menimbulkan fragmentasi investasi dan perdagangan dan berbagai potensi disrupsi termasuk climate change tentu akan mempengaruhi aktivitas investasi pada tahun 2025 yang menurut kami berkongsi untuk menggunakan ke-2, yaitu ke-2, ke-2, ke-2, ke-2, ke-2, ke-2, ke-2, ke-2, ke-2, ke-2, ke-2, yaitu export dikurangi import berkontribusi 1 pada perekonomian nasional kedepan, export akan sangat dipengaruhi outlook dari perekonomian global;Rapat Paripurna DPR RI membahas APBN 2025 sebagai fondasi untuk mewujudkan Visi Indonesia 2045. Pemerintah berupaya menjaga keseimbangan fiskal dan pembangunan nasional. Konsumsi rumah tangga diperkirakan tumbuh 5-5,2 persen. Investasi juga ditingkatkan sebagai motor penggerak pertumbuhan ekonomi.
Paripurna_Ke_19_Persidangan_V_2023_2024;terutama perekonomian di rrt yang terus mengalami berbagai perubahan struktural dan perekonomian di amerika serikat serta eropa yang memiliki dinamika tersendiri outlook perekonomian global tahun 2024 dan 2025 ini berdasarkan release imf bulan april 2024 adalah dalam kondisi stagnan 3,2. dengan mempertimbangkan kinerja historis dan kondisi global export diperkirakan akan tumbuh antara 5 hingga 5,7 sementara import antara 4,3 hingga 4,9. aggregate dimana atau permintaan agregat lain adalah peranan pemerintah di dalam produk domestik brutal dalam bentuk konsumsi pemerintah dan juga dalam investasi dengan kisit apbn yang dirancang antara 245 hingga 2,82 konsumsi pemerintah dan investasi pemerintah diperkirakan tumbuh pada kisaran 4,7 hingga 5,2. dengan berbagai faktor dan dinamika tersebut pertumbuhan pdb pada tahun 2025 diperkirakan pada kisaran 5,1 hingga 5,5. hal ini merupakan sebuah range pertumbuhan yang cukup ambisius namun tetap realistis kami sangat menyadari bahwa untuk mewujudkan visi indonesia emas 2025 diperlukan pertumbuhan ekonomi yang lebih tinggi dari 1,6 hingga 8. dengan kualitas dan inklusivitas yang perlu terus diperbaiki untuk mencapai pertumbuhan tinggi kontribusi dari produktivitas harus dan wajib ditingkatkan hal ini bisa diperoleh melalui investasi sumber daya manusia dan transformasi ekonomi agar menciptakan nilai tambah yang semakin tinggi di dalam perekonomian nasional dengan demikian program perbaikan sumber daya manusia termasuk melalui program makanan berisi dan perbaikan reformasi kesehatan perbaikan kualitas pendidikan serta penyempurnaan jaring pengaman sosial menjadi sangat penting dalam meningkatkan produktivitas sumber daya manusia indonesia apabila kita belajar dari negaranegara yang berhasil menjadi negara maju dan bisa menghindar dari meder inklam trap seperti korea selatan maka diperlukan produktivitas tinggi yang konsisten dalam 15 tahun menuju negara maju investasi dan peranan sektor manufaktur di korea selatan tumbuh di atas 10 setiap tahunnya demikian juga dengan pengalaman taiwan untuk menjadi negara maju investasi bahkan tumbuh 20 dan sektor manufaktur tumbuh di atas 8. hal ini menunjukkan selain kualitas dan produktivitas dari sumber daya manusia maka perbaikan iklim investasi untuk meningkatkan peranan investasi dan pertumbuhan sektor manufaktur menjadi sangat kunci bagi peranan menuju indonesia emas pimpinan dan para anggota dewan yang terhormat inflasi menjadi salah satu kunci untuk menjaga daya beli masyarakat dan menjaga tren pertumbuhan ekonomi;Pertumbuhan PDB tahun 2025 diperkirakan 5,1-5,5%. Konsumsi pemerintah dan investasi diperkirakan tumbuh 4,7-5,2%. Produktivitas harus ditingkatkan melalui investasi sumber daya manusia dan transformasi ekonomi. Inflasi menjadi kunci menjaga daya beli masyarakat.
Paripurna_Ke_19_Persidangan_V_2023_2024;inflasi yang dijaga pada level 1,5 hingga 3,5 di tengah inflasi global yang melonjak tinggi dan belum kembali ke periode pandemi merupakan sebuah tantangan dan komitmen untuk menjaga stabilitas yang tidak mudah dengan adanya biaya bagi negaranegara maju meningkatkan suku bunga melalui kebijakan higher for longer menciptakan capital outflow dan menciptakan tekanan pada nilai tukar hal ini menciptakan risiko imported inflation yang harus terus di diantisipasi dan dikoordinasikan antara pemerintah dan bidang sentral di sisi lain tren kemiskinan diharap akan terus semakin menurun dengan ketimpangan yang harus terus diturunkan didukung dengan hilirisasi yang juga menciptakan sumber pertumbuhan yang baru baik secara special maupun sektoral manufaktur dengan teknologi tinggi akan meningkatkan pendapatan para pekerja di dalam kamp ppkf kami mendorong urgensi perbaikan kualitas sdm termasuk melalui berbagai program pelatihan link and match dunia usaha dengan dunia pendidikan kesejahteraan rakyat perlu ditopang dengan komitmen stabilitas harga sehingga inflasi terus terjaga rendah dan daya beli masyarakat yang terus meningkat dari sisi pasar uang nilai tukar dan yield dari bond atau surat berharga negara menjadi faktor yang menentukan apbn koordinasi fiskal dan moneter terus dijaga dan diperkuat di dalam guncangan dinamika global yang luar biasa tinggi untuk menjaga stabilitas nilai tukar dan yield dalam lingkungan hire for longer koordinasi antara bank indonesia dengan pemerintah diwujudkan juga melalui berbagai program bersama seperti menjaga inflasi pemerintah dan bank indonesia sangat menyadari pentingnya untuk menghindarkan terjadinya crowding out effect keseimbangan antara pricing dari yield sbn yang cukup menarik namun pada saat yang sama menjaga biaya utang atau cost of fun menjadi sangat-sangat penting hal ini juga ditunjukkan bahwa makin besar investor surat berharga negara adalah investor dalam negeri 14 investor sbn adalah investor global ini jauh menurun dari 10 tahun yang lalu dimana 40 investor sbn adalah investor global meskipun demikian pasar surat berharga negara tetap dipengaruhi oleh sentimen global dan kebijakan dari negaranegara maju karena suku bunga relatif antara sbn indonesia dengan sbn negaranegara maju menjadi salah satu faktor menentukan daya tarik;DPR RI menyampaikan bahwa inflasi harus dijaga pada level 1,5% hingga 3,5% di tengah inflasi global yang melonjak tinggi. Hal ini menciptakan risiko imported inflation yang harus terus diantisipasi dan dikoordinasikan antara pemerintah dan bank sentral. Anggota DPR juga menekankan pentingnya menjaga stabilitas harga dan meningkatkan kualitas sumber daya manusia untuk meningkatkan kesejahteraan rakyat.
Paripurna_Ke_19_Persidangan_V_2023_2024;pimpinan dan anggota dewan yang kami hormati dengan mencermati dinamika global dan kebutuhan untuk terus meningkatkan pembangunan indonesia maka arsitektur kebijakan fiskal 2025 adalah untuk menciptakan akselerasi pembahasan ekonomi yang inklusif dan berkelanjutan hal ini dicapai melalui dua strategi yaitu strategi jangka menengah panjang dan strategi jangka pendek jangka menengah panjang karena program harus dilakukan secara konsisten terus-menerus waktu yang panjang seperti investasi sumber daya manusia agar menjadi unggul program hilirisasi dan pembangunan infrastruktur serta dari sisi reformasi birokrasi dan kelembagaan strategi jangka pendek lebih mewaspadai dinamika yang berasal dari global kesan ekonomi yang bisa mempengaruhi stabilitas dan momentum pertumbuhan ekonomi untuk menunjuk untuk mencapai pertumbuhan ekonomi yang inklusif meningkatkan kesejahteraan dan pemerataan antara peranan apbn yang sehat efisien dan kredibel sangat luar biasa penting dalam hal ini reformasi apbn atau fiskal akan terus dijalankan yaitu terdiri dari 3 hal collecting more atau mendapatkan pendapatan yang lebih tinggi spending better belanja dengan kualitas dan efektivitas serta efisien si yang baik dan prudential serta innovative financing untuk menjaga kredibilitas dan kepercayaan keseluruhan apbn pendapatan negara diperkirakan mencapai 124 sampai dengan 12,36 dari pdb belanja negara ada di kisaran 14,59 hingga 15,18 dari pdb keseimbangan primer tetap dijaga menuju positif defisit dikendalikan pada kisaran 245 hingga 2,82 pdb rasio utang indonesia tetap dijaga pada batas yang prudent namun tetap efektif menjawab berbagai agenda pembangunan yaitu pada kisaran 37,9 hingga 38,71 dari pdb pimpinan dan anggota dewan yang kami hormati pemerintah juga menghargai pandangan-pandangan dari fraksi pdip perjuangan golkar nasdem pkb partai demokrat pks pan dan p3 menyangkut pentingnya mendorong optimalisasi pendapatan negara dengan tetap menjaga keberlanjutan dunia usaha dan daya beli masyarakat pada kesempatan ini kami sampaikan kebijakan untuk meningkatkan pendapatan negara atau collecting more dilakukan dengan terus menjaga iklim investasi dan dunia usaha agar tetap kondusif serta berkelanjutan terutama dari aspek lingkungan pelaksanaan undangundang harmonisasi peraturan perpajakan akan terus disempurnakan perluasan basis pajak melalui penerapan global taxation agreement juga terus diperkuat menjadi peluang bagi indonesia agar basis pajak tidak tererosi karena adanya tax avoidance dan tax evasion antar negara;Pemerintah menyampaikan Arsitektur Kebijakan Fiskal 2025 untuk menciptakan akselerasi pembuahan ekonomi yang inklusif dan berkelanjutan. Pendapatan negara diperkirakan mencapai 12,14% sampai dengan 12,36% dari PDB. Belanja negara ada di kisaran 14,59 hingga 15,18% dari PDB. Defisit dikendalikan pada kisaran 2,45 hingga 2,82% PDB.
Paripurna_Ke_19_Persidangan_V_2023_2024;peningkatan bagi pajak melalui penerapan pengawasan potensi perpajakan berbasis kewilayahan dengan mengimplementasikan reformasi administrasi dan memperkuat kantor-kantor pajak terutama pada level madya dan pratama terus dilakukan indonesia juga melakukan optimalisasi dari data-data yang diperoleh secara global melalui mekanisme automatic exchange of information atau aeo dan terus melakukan berbagai reform di bidang digital integrasi teknologi dan peningkatan kerja dari berbagai lembaga terus dilakukan dengan meningkatkan kapasitas ceisa 4,0 simbara joint program melalui joint investasi joint analysis joint audit joint business process dan joint collection sehingga penerimaan negara bisa dapat dilakukan secara konsisten dan sekaligus memudahkan dari sisi wajib pajak di sisi investasi sistem kementerian keuangan terus memperbaiki dan membangun core tech system diharapkan akan menjadi motor perubahan dari sisi pelayanan dan kepastian aspek perpajakan melalui perbaikan sistem administrasi perbaikan proses bisnis regulasi dan manusia dan penggunaan teknologi informasi pemerintah menyadari bahwa pajak bukan hanya sekedar bagian dari penerimaan negara namun juga menjadi insentif bagi kegiatan ekonomi oleh karena itu fungsi pajak dalam memberikan insentif fiskal secara terarah terukur bagi sektor-sektor strategis terutama dalam lingkungan global yang makin kompetitif dan agresif menjadi sangat penting penguatan pnbp dilakukan melalui optimalisasi pengelolaan sumber daya alam pengelolaan aset negara perbaikan tata kelola dan inovasi layanan pimpinan anggota dewan yang kami muliakan dan hadirin sekalian menanggapi pandangan fraksi pdip partai golkar partai gerindra partai nasdem pkb partai demokrat pks pan dan p3 tentang pentingnya kualitas belanja atau spending better agar efektif efisien dengan tetap menopang agenda pembangunan dan mencapai tujuan kesejahteraan rakyat pemerintah terus konsisten melanjutkan upaya penguatan spending better dalam hal ini beberapa langkah konkrit melakukan seperti efisiensi belanja operasional dan nonprioritas hal ini dilakukan melalui pemanfaatan tiga atau dengan teknologi digital penguatan belanja produktif melalui penguatan infrastruktur pendukung transformasi ekonomi terutama di bidang energi pangan termasuk pembangunan ikn pemerintah juga terus melihat bagian dari belanja subsidi dan bansos melalui perbaikan akurasi data dan penajaman bantuan pemerintah perbaikan mekanisme penyaluran dan sinergi antar program menjadi sangat penting untuk menciptakan perbaikan yang signifikan penguatan perlin sos berbasis pemberdayaan untuk mengakselerasi pengentasan kemiskinan dan mengurangi kesenjangan menjadi keharusan;DPR RI mendengar penjelasan pemerintah tentang upaya penguatan pajak dan penerimaan negara. Pemerintah melakukan optimalisasi pengelolaan sumber daya alam dan aset negara. Pemerintah juga terus melakukan reformasi administrasi dan memperkuat kantor-kantor pajak. Anggota DPR menyampaikan aspirasi tentang pentingnya kualitas belanja atau spending better. Pemerintah konsisten melanjutkan upaya penguatan spending better dengan melakukan efisiensi belanja operasional dan non-prioritas.
Paripurna_Ke_19_Persidangan_V_2023_2024;pemerintah berkomitmen untuk menguatkan sinergi dan harmonisasi antara kebijakan pemerintah pusat dan daerah melalui pelaksanaan undangundang harmonisasi keuangan antara pemerintah pusat dan daerah peningkatan local taxing power meningkatkan belanja produktif dan efisiensi belanja operasional bagi pemerintah daerah akan terus diperbaiki melalui formula transfer keuangan daerah yang berbasis kinerja penguatan pembiayaan inovatif dan sinergi data dan program antara pusat dan daerah pemerintah mengarahkan belanja negara untuk mendukung berbagai program unggulan terutama untuk akselerasi pertumbuhan ekonomi menguatkan well-being dan mengkonvergensi pertumbuhan dan kemajuan antara daerah penguatan program hilirisasi investasi yang berorientasi ekspor, dan pengembangan ekonomi hijau menjadi beberapa program prioritas yang terus didukung oleh apbn upaya akselerasi investasi berorientasi ekspor diarahkan untuk memperkuat keseimbangan eksternal atau neraca pembayaran ini menjadi secara penting pada saat dunia dihadapkan pada geopolitik yang makin meningkat ketengangannya dan kecenderungan suku bunga yang tinggi dari sisi hilirisasi pemerintah terus meningkatkan melalui berbagai support kebijakan fiskal dari sisi pengembangan ekonomi hijau dilakukan berbagai investasi baik dari sisi hulu yaitu energi terbarukan hingga program efisiensi energi transportasi yang ramah lingkungan dan penguatan sdm pendukung ekonomi hijau spending better juga dilakukan melalui peningkatan dari belanja yang menyangkut kualitas sdm indonesia yang sangat penting hal ini berkaitan dengan tujuan untuk menciptakan kesejahteraan yang lebih baik atau well-being. berbagai program seperti peningkatan visi anak sekolah dan juga perkuatan link and match serta perbaikan dari keseluruhan program kesehatan bertujuan untuk terus meningkatkan kualitas sdm termasuk penurunan stunting beberapa program penting seperti pengentasan kemiskinan penurunan kesenjangan dan juga mewujudkan petani makmur nelayan sejahtera umkm berdaya serta percepatan pengembangan desa mandiri terus didukung melalui instrumen apbn pimpinan dan anggota yang terhormat menanggapi pandangan dari fraksi pdi perjuangan partai golkar partai gerindra kb, partai demokrat pks pan dan p3 menyangkut defisit dan pembiayaan anggaran dapat kami sampaikan bahwa pengelolaan apbn terus dilakukan untuk menjaga kesinambungan kesehatan dan kepercayaan serta keberlanjutan kebijakan apbn 2025 akan terus didesain ekspansif namun terarah dan terukur defisit yang kami sampaikan antara 245 hingga 2,82 membiayai seluruh program-program prioritas pemerintah baru pembiayaan akan dijaga dan dikelola melalui pembiayaan inovatif prudent dan sustainable;Pemerintah berkomitmen untuk menguatkan sinergi antara kebijakan pemerintah pusat dan daerah. Pemerintah mengarahkan belanja negara untuk mendukung program unggulan, seperti hilirisasi dan investasi berorientasi ekspor. Defisit APBN 2025 diperkirakan antara 2,45-2,82%. Pemerintah akan menjaga pembiayaan melalui pembiayaan inovatif dan prudent.
Paripurna_Ke_19_Persidangan_V_2023_2024;melalui berbagai manajemen utang indonesia yang terus di benchmark secara global agar menciptakan kepercayaan dan transparansi pemerintah akan menjaga rasio utang pada batas yang prudent kita akan menggunakan berbagai vehicle atau instrumen fiskal seperti kekayaan negara yang dipisahkan yaitu bumn palu special mission vehicle dan sovereign wealth fund untuk bisa menciptakan inovatif pembiayaan tetap terjaga pemerintah juga menggunakan sisa anggaran lebih untuk mengantisipasi ketidakpastian untuk menciptakan akses pembiayaan bagi usaha kecil menengah termasuk masyarakat berpendapatan rendah melalui berbagai skema, kerjasama pemerintah dan juga badan usaha yang sustainable menjadi berbagai pilihan dari pembiayaan yang inovatif pimpinan yang kami hormati anggota dewan yang kami hormati dan seluruh hadirin yang terhormat demikianlah jawaban dan tanggapan pemerintah atas pandangan fraksi dewan perwakilan rakyat terhadap kerangka ekonomi makro dan pokok-pokok kebijakan fiskal untuk tahun anggaran 2025 dalam rangka pembicaraan pendahuluan tahun 2025 tanggapan yang lebih lengkap terhadap pandangan fraksi-fraksi kami sampaikan secara tertulis sebagai bagian yang tidak terpisahkan dari jawaban yang kami baca pada pagi hari ini sebagai penutup atas nama pemerintah kami menyampaikan terima kasih dan penghargaan yang sebesar-besarnya atas kerjasama yang luar biasa baik selama ini dari dewan perwakilan rakyat untuk menjaga dan terus memanfaatkan apbn secara hati-hati sehat akuntabel dan tetap dijaga sistemibilitas. semoga pembicaraan pendahuluan rapbn tahun 2025 terus berjalan dalam suasana yang konstruktif dan tepat waktu sesuai dengan jadwal yang diatur dalam peraturan perundangundangan walau muwaffig ila agwamith toriq wassalaamu alaikum warahmatullaahi wabarakatuh om shanti shanti shanti om namo budaya salam kebajikan terima kasih terima kasih kami sampaikan kepada saudari mentekeuangan ri yang telah menyampaikan tanggapan pemerintah terhadap pandangan fraksi-fraksi atas kerangka ekonomi makro dan pokok-pokok kebijakan fiskal rapbn tahun anggaran 2025 selanjutnya kerangka ekonomi makro dan pokok-pokok rapbn tahun anggaran 2025 tersebut akan dibahas sesuai dengan peraturan dpr ri tentang tata tertib dan mekanisme yang berlaku perlu kami beritahukan bahwa sesuai dengan hasil keputusan rapat konsultasi pengganti rapat bamus tanggal 25 maret 2024 dpr ri akan milik gerakan rapat paripurna pada tanggal 9 juli 2024 dengan acara penyampaian laporan hasil pembahasan pembicaraan pendahuluan rapbn tahun anggaran 2025 dan rencana kerja pemerintah tahun 2025 oleh badan anggaran dpr ri.;Pemerintah menjaga rasio utang pada batas prudent dan menggunakan instrumen fiskal seperti BUMN dan Sovereign Wealth Fund. Pemerintah juga menggunakan Sisa Anggaran Lebih untuk mengantisipasi ketidakpastian. Rapat Paripurna akan membahas RAPBN 2025 pada 9 Juli 2024.
Paripurna_Ke_19_Persidangan_V_2023_2024;sebelum memasuki acara keempat rapat paripurna hari ini kepada menteri keuangan ri berasal jajaran dan jajaran pemerintahan perencanaan pembangunan nasional bappenas ri, kami persilakan untuk meninggalkan ruang sidang kepada menteri pemberdayaan perempuan dan perlindungan anak jajaran pemerintahan dalam negeri kementerian keterangan pekerjaan kementerian sosial serta kementerian hukum dan ham ri, kami persilakan memasuki ruang sidang kepada para anggota dewan agar tetap di tempatnya masing-masing untuk mengikuti acara selanjutnya dengan ini rapat kami scores. terima kasih terima kasih terima kasih yang terhormat menteri pemberdayaan perempuan dan perlindungan anak yang terhormat jajaran kementerian dalam negeri kementerian keterangan pekerjaan kementerian sosial serta kementerian hukum dan ham ri, yang terhormat para anggota dewan kehadiran sekalian yang kami muliakan materi kita memasuki acara keempat rapat paripurna dewan hari ini yaitu pembicaraan tiga-tiga, pengambilan keputusan atas rancangan undangundang tentang kesehatan ibu dan anak pada fase serius hari pertama kehidupan semula rancangan undangundang kesehatan ibu dan anak sebagaimana kita ketahui bersama bahwa berdasarkan ketentuan pasal 164 ayat 1 peraturan depan yang di nomor 1 tahun 2020 tentang tata tertib yang menyatakan bahwa hasil pembicaraan tiga-tiga atas pembahasan undangundang yang dilakukan oleh komisi keuangan komisi badan legislasi badan anggaran atau panitia khusus dengan pemerintah yang diwakili oleh menteri dilanjutkan pada pembicaraan tiga-tiga untuk mengambil keputusan dalam rapat paripurna yang didahului penyampaian laporan yang berisi proses mendapat mini fraksi pendapat mini dpd dan hasil pembicaraan tiga-tiga atas pernyataan persediaan penolakan dari fraksi dan anggota secara lisan yang diminta oleh pimpinan rapat paripurna dpr dan pendapat ahli presiden yang disampaikan oleh menteri yang mau akhirnya berkenaan dengan hal tersebut kami persilakan kepada ketua komisi 8 dpr ri yang terhormat dr. haji ashabul kahfi mag untuk menyampaikan laporannya kami persilakan kami ralat yang mau wakil komisi 8 dpr ri yang terhormat saudari di api pitaloka untuk menyampaikan laporannya mau wakil pimpinan komisi 8. kami persilakan terima kasih selamat selamat hari ini yaitu pengambilan keputusan tingkat 2 atas rancangan undangundang tentang kesejahteraan ibu dan anak pada fase 1000 hari pertama kehidupan;Rapat Paripurna membahas rancangan undang-undang tentang kesejahteraan ibu dan anak pada fase 1000 hari pertama kehidupan. Ketua Komisi 8 menyampaikan laporannya. Rapat Paripurna mengambil keputusan tingkat 2 atas rancangan undang-undang tersebut.
Paripurna_Ke_19_Persidangan_V_2023_2024;perlu kami sampaikan bahwa pembahasan tingkat 1 atas rancangan undangundang tentang kesejahteraan ibu dan anak pada fase 1000 hari pertama kehidupan telah dilaksanakan oleh komisi 8 dpr ri berdasarkan penugasan dari pimpinan dpr ri dengan surat nomor t garismiring 1028 garismiring pw. 01 garismiring 09 garismiring 2022 tertanggal 21 september 2022 penugasan pimpinan dpr ri kepada komisi 8 dpr ri mengacu kepada surat pimpinan r i nomor r39 garismiring pres garismiring 09 garismiring 2022 tertanggal 1 september 2022 tentang penunjukan wakil pemerintah untuk membahas ruu tentang kesejahteraan ibu dan anak pada fase 1000 hari pertama kehidupan bersama dengan dpr ri. semenjak menerima penugasan komisi 8 dpr ri melakukan pembahasan intensif atas rancangan undangundang tentang kesejahteraan ibu dan anak pada fase 1000 hari pertama kehidupan bersama dengan pemerintah melalui rapat kerja rapat dengar pendapat rapat dengar pendapat umum melakukan kunjungan kerja komisi 8 dpr ri mendapatkan saran dan masukan dari pemerintah serta masyarakat antara lain pada pendamping dan pembela hakhaknya anak dan perempuan kelompok dan serikat pekerja lembaga pendamping perempuan dan anak tokoh agama akademisi dari berbagai perguruan tinggi dan pihak-pihak lain yang terkait mengenai kesejahteraan ibu dan anak yang tidak dapat kami sebutkan 1-1 tetapi sumbangan pemikirannya begitu penting kami juga mendengarkan berbagai masukan dan kesaksian tentang anak yang terlantar kekurangan pengasuhan atau ketiadaan pengasuhan ibu tunggal yang menanggung hidup anak sepenuhnya yang terhimpit oleh urgensi bekerja sekaligus mengasuh anak serta masih banyak keluarga yang menghadapi keterbatasan akses dan layanan kesehatan akses pengetahuan dan informasi tentang pengasuhan yang layak maupun keterbatasan fisik mental namun harus menanggung tanggungjawab mengambil tanggungjawab mewujudkan kesejahteraan bagi anaknya masukan-masukan tersebut sungguh membuka mata kami bahwa untuk dituangkan bahwa pentingnya kesejahteraan ibu dan anak untuk dituangkan menjadi produk undangundang dan pentingnya melahirkan generasi baru yang semakin berkualitas bagi indonesia mulanya pengaturan rancangan undangundang tersebut adalah pengaturan tentang kesejahteraan ibu dan anak secara umum namun seiring dengan pembahasan intensif komisi 8 dpr ri bersama pemerintah akhirnya disepakati bahwa fokus pengaturan rancangan undangundang adalah pengaturan tentang kesejahteraan ibu dan anak pada fase serius hari pertama kehidupan yaitu kehidupan anak sejak terbentuknya janin dalam kandungan hingga anak berusia 2 tahun;Komisi 8 DPR RI telah melakukan pembahasan intensif atas rancangan undang-undang tentang kesejahteraan ibu dan anak pada fase 1000 hari pertama kehidupan. Pembahasan tersebut dilakukan bersama pemerintah dan mendapatkan masukan dari masyarakat. Fokus pengaturan rancangan undang-undang adalah kesejahteraan ibu dan anak pada fase 1000 hari pertama kehidupan.
